AGREEMENT,QUOTENUMBER,REVISION,METERID,AGREE_START_DATE,PR_RELEASED_DATE,MAXPARSEDUIDRAW,RECENT_PARSED_FOR_PR,MAXEWORXFORECASTID,A.MAXEWORXFORECASTID||'.JSON',EW_ANNUAL_CONSUMPTION
1-IXV2SQ,1-II2VC6,1,ERCOT_CPT_1008901023814508080103,05/01/2019,03/07/2019,"2,834,085",11/16/2018,20181116155756959000_ERCOT_CPT_1008901023814508080103,20181116155756959000_ERCOT_CPT_1008901023814508080103.json,"93,602"
1-IXV2SQ,1-II2VC6,1,ERCOT_CPT_1008901023814964150104,05/01/2019,03/07/2019,"2,834,086",11/16/2018,20181116155457851000_ERCOT_CPT_1008901023814964150104,20181116155457851000_ERCOT_CPT_1008901023814964150104.json,"6,541"
1-I9U84Q,1-FU4G60,4,ERCOT_CPT_1008901023814964150104,02/01/2019,12/17/2018,"2,834,086",11/16/2018,20181116155457851000_ERCOT_CPT_1008901023814964150104,20181116155457851000_ERCOT_CPT_1008901023814964150104.json,"6,541"
1-I9U84Q,1-FU4G60,4,ERCOT_CPT_1008901020193588950100,02/01/2019,12/17/2018,"2,834,087",11/16/2018,20181116155936224000_ERCOT_CPT_1008901020193588950100,20181116155936224000_ERCOT_CPT_1008901020193588950100.json,"138,190"
1-IXV2SQ,1-II2VC6,1,ERCOT_CPT_1008901020193588950100,05/01/2019,03/07/2019,"2,834,087",11/16/2018,20181116155936224000_ERCOT_CPT_1008901020193588950100,20181116155936224000_ERCOT_CPT_1008901020193588950100.json,"138,190"
1-I9U84Q,1-FU4G60,4,ERCOT_CPT_1008901023800708730200,02/01/2019,12/17/2018,"2,834,088",11/16/2018,20181116155942277000_ERCOT_CPT_1008901023800708730200,20181116155942277000_ERCOT_CPT_1008901023800708730200.json,"3,830"
1-IXV2SQ,1-II2VC6,1,ERCOT_CPT_1008901023800708730200,05/01/2019,03/07/2019,"2,834,088",11/16/2018,20181116155942277000_ERCOT_CPT_1008901023800708730200,20181116155942277000_ERCOT_CPT_1008901023800708730200.json,"3,830"
1-I9U84Q,1-FU4G60,4,ERCOT_ONCOR_10443720005146566,02/01/2019,12/17/2018,"2,834,089",11/16/2018,20181116155708286000_ERCOT_ONCOR_10443720005146566,20181116155708286000_ERCOT_ONCOR_10443720005146566.json,879
1-IXV2SQ,1-II2VC6,1,ERCOT_ONCOR_10443720005146566,05/01/2019,03/07/2019,"2,834,089",11/16/2018,20181116155708286000_ERCOT_ONCOR_10443720005146566,20181116155708286000_ERCOT_ONCOR_10443720005146566.json,879
1-I9U84Q,1-FU4G60,4,ERCOT_CPT_1008901020147893415100,02/01/2019,12/17/2018,"2,834,090",11/16/2018,20181116155228555000_ERCOT_CPT_1008901020147893415100,20181116155228555000_ERCOT_CPT_1008901020147893415100.json,"188,650"
1-IXV2SQ,1-II2VC6,1,ERCOT_CPT_1008901020147893415100,05/01/2019,03/07/2019,"2,834,090",11/16/2018,20181116155228555000_ERCOT_CPT_1008901020147893415100,20181116155228555000_ERCOT_CPT_1008901020147893415100.json,"188,650"
1-I9U84Q,1-FU4G60,4,ERCOT_ONCOR_10443720000709504,02/01/2019,12/17/2018,"2,834,091",11/16/2018,20181116160017893000_ERCOT_ONCOR_10443720000709504,20181116160017893000_ERCOT_ONCOR_10443720000709504.json,"99,299"
1-IXV2SQ,1-II2VC6,1,ERCOT_ONCOR_10443720000709504,05/01/2019,03/07/2019,"2,834,091",11/16/2018,20181116160017893000_ERCOT_ONCOR_10443720000709504,20181116160017893000_ERCOT_ONCOR_10443720000709504.json,"99,299"
1-I9U84Q,1-FU4G60,4,ERCOT_CPT_1008901023800954470200,02/01/2019,12/17/2018,"2,834,092",11/16/2018,20181116155738722000_ERCOT_CPT_1008901023800954470200,20181116155738722000_ERCOT_CPT_1008901023800954470200.json,"1,934"
1-IXV2SQ,1-II2VC6,1,ERCOT_CPT_1008901023800954470200,05/01/2019,03/07/2019,"2,834,092",11/16/2018,20181116155738722000_ERCOT_CPT_1008901023800954470200,20181116155738722000_ERCOT_CPT_1008901023800954470200.json,"1,934"
1-IXV2SQ,1-II2VC6,1,ERCOT_CPT_1008901023901265180117,05/01/2019,03/07/2019,"2,834,093",11/16/2018,20181116155813636000_ERCOT_CPT_1008901023901265180117,20181116155813636000_ERCOT_CPT_1008901023901265180117.json,"97,281"
1-I9U84Q,1-FU4G60,4,ERCOT_CPT_1008901023901265180117,02/01/2019,12/17/2018,"2,834,093",11/16/2018,20181116155813636000_ERCOT_CPT_1008901023901265180117,20181116155813636000_ERCOT_CPT_1008901023901265180117.json,"97,281"
1-I9U84Q,1-FU4G60,4,ERCOT_CPT_1008901015118062136100,02/01/2019,12/17/2018,"2,834,094",11/16/2018,20181116155345855000_ERCOT_CPT_1008901015118062136100,20181116155345855000_ERCOT_CPT_1008901015118062136100.json,"61,334"
1-IXV2SQ,1-II2VC6,1,ERCOT_CPT_1008901015118062136100,05/01/2019,03/07/2019,"2,834,094",11/16/2018,20181116155345855000_ERCOT_CPT_1008901015118062136100,20181116155345855000_ERCOT_CPT_1008901015118062136100.json,"61,334"
1-I9U84Q,1-FU4G60,4,ERCOT_CPT_1008901024900280850109,02/01/2019,12/17/2018,"2,834,095",11/16/2018,20181116155602515000_ERCOT_CPT_1008901024900280850109,20181116155602515000_ERCOT_CPT_1008901024900280850109.json,"104,310"
1-IXV2SQ,1-II2VC6,1,ERCOT_CPT_1008901024900280850109,05/01/2019,03/07/2019,"2,834,095",11/16/2018,20181116155602515000_ERCOT_CPT_1008901024900280850109,20181116155602515000_ERCOT_CPT_1008901024900280850109.json,"104,310"
1-I9U84Q,1-FU4G60,4,ERCOT_CPT_1008901021170002075100,02/01/2019,12/17/2018,"2,834,096",11/16/2018,20181116155349521000_ERCOT_CPT_1008901021170002075100,20181116155349521000_ERCOT_CPT_1008901021170002075100.json,350
1-I9U84Q,1-FU4G60,4,ERCOT_CPT_1008901016900251640108,02/01/2019,12/17/2018,"2,834,097",11/16/2018,20181116155530347000_ERCOT_CPT_1008901016900251640108,20181116155530347000_ERCOT_CPT_1008901016900251640108.json,"105,750"
1-IXV2SQ,1-II2VC6,1,ERCOT_CPT_1008901016900251640108,05/01/2019,03/07/2019,"2,834,097",11/16/2018,20181116155530347000_ERCOT_CPT_1008901016900251640108,20181116155530347000_ERCOT_CPT_1008901016900251640108.json,"105,750"
1-I9U84Q,1-FU4G60,4,ERCOT_CPT_1008901019193458674100,02/01/2019,12/17/2018,"2,834,098",11/16/2018,20181116155222377000_ERCOT_CPT_1008901019193458674100,20181116155222377000_ERCOT_CPT_1008901019193458674100.json,"518,100"
1-IXV2SQ,1-II2VC6,1,ERCOT_CPT_1008901019193458674100,05/01/2019,03/07/2019,"2,834,098",11/16/2018,20181116155222377000_ERCOT_CPT_1008901019193458674100,20181116155222377000_ERCOT_CPT_1008901019193458674100.json,"518,100"
1-I9U84Q,1-FU4G60,4,ERCOT_CPT_1008901023818307270106,02/01/2019,12/17/2018,"2,834,099",11/16/2018,20181116155358819000_ERCOT_CPT_1008901023818307270106,20181116155358819000_ERCOT_CPT_1008901023818307270106.json,"83,562"
1-IXV2SQ,1-II2VC6,1,ERCOT_CPT_1008901023818307270106,05/01/2019,03/07/2019,"2,834,099",11/16/2018,20181116155358819000_ERCOT_CPT_1008901023818307270106,20181116155358819000_ERCOT_CPT_1008901023818307270106.json,"83,562"
1-I9U84Q,1-FU4G60,4,ERCOT_CPT_1008901020193625748100,02/01/2019,12/17/2018,"2,834,100",11/16/2018,20181116155846256000_ERCOT_CPT_1008901020193625748100,20181116155846256000_ERCOT_CPT_1008901020193625748100.json,"262,180"
1-IXV2SQ,1-II2VC6,1,ERCOT_CPT_1008901020193625748100,05/01/2019,03/07/2019,"2,834,100",11/16/2018,20181116155846256000_ERCOT_CPT_1008901020193625748100,20181116155846256000_ERCOT_CPT_1008901020193625748100.json,"262,180"
1-IXV2SQ,1-II2VC6,1,ERCOT_CPT_1008901020901294250117,05/01/2019,03/07/2019,"2,834,101",11/16/2018,20181116155233344000_ERCOT_CPT_1008901020901294250117,20181116155233344000_ERCOT_CPT_1008901020901294250117.json,"98,212"
1-I9U84Q,1-FU4G60,4,ERCOT_CPT_1008901020901294250117,02/01/2019,12/17/2018,"2,834,101",11/16/2018,20181116155233344000_ERCOT_CPT_1008901020901294250117,20181116155233344000_ERCOT_CPT_1008901020901294250117.json,"98,212"
1-I9U84Q,1-FU4G60,4,ERCOT_CPT_1008901016900608960112,02/01/2019,12/17/2018,"2,834,102",11/16/2018,20181116155530939000_ERCOT_CPT_1008901016900608960112,20181116155530939000_ERCOT_CPT_1008901016900608960112.json,"8,397"
1-IXV2SQ,1-II2VC6,1,ERCOT_CPT_1008901016900608960112,05/01/2019,03/07/2019,"2,834,102",11/16/2018,20181116155530939000_ERCOT_CPT_1008901016900608960112,20181116155530939000_ERCOT_CPT_1008901016900608960112.json,"8,397"
1-IXV2SQ,1-II2VC6,1,ERCOT_CPT_1008901023814444790103,05/01/2019,03/07/2019,"2,834,103",11/16/2018,20181116155451470000_ERCOT_CPT_1008901023814444790103,20181116155451470000_ERCOT_CPT_1008901023814444790103.json,"107,110"
1-I9U84Q,1-FU4G60,4,ERCOT_CPT_1008901023814444790103,02/01/2019,12/17/2018,"2,834,103",11/16/2018,20181116155451470000_ERCOT_CPT_1008901023814444790103,20181116155451470000_ERCOT_CPT_1008901023814444790103.json,"107,110"
1-I9U84Q,1-FU4G60,4,ERCOT_ONCOR_10443720006463323,02/01/2019,12/17/2018,"2,834,104",11/16/2018,20181116155922044000_ERCOT_ONCOR_10443720006463323,20181116155922044000_ERCOT_ONCOR_10443720006463323.json,"132,390"
1-IXV2SQ,1-II2VC6,1,ERCOT_ONCOR_10443720006463323,05/01/2019,03/07/2019,"2,834,104",11/16/2018,20181116155922044000_ERCOT_ONCOR_10443720006463323,20181116155922044000_ERCOT_ONCOR_10443720006463323.json,"132,390"
1-I9U84Q,1-FU4G60,4,ERCOT_ONCOR_10443720006146963,02/01/2019,12/17/2018,"2,834,105",11/16/2018,20181116155921856000_ERCOT_ONCOR_10443720006146963,20181116155921856000_ERCOT_ONCOR_10443720006146963.json,"89,708"
1-IXV2SQ,1-II2VC6,1,ERCOT_ONCOR_10443720006146963,05/01/2019,03/07/2019,"2,834,105",11/16/2018,20181116155921856000_ERCOT_ONCOR_10443720006146963,20181116155921856000_ERCOT_ONCOR_10443720006146963.json,"89,708"
1-I9U84Q,1-FU4G60,4,ERCOT_AEPCPL_10032789408036035,02/01/2019,12/17/2018,"2,834,106",11/16/2018,20181116155910640000_ERCOT_AEPCPL_10032789408036035,20181116155910640000_ERCOT_AEPCPL_10032789408036035.json,"91,246"
1-IXV2SQ,1-II2VC6,1,ERCOT_AEPCPL_10032789408036035,05/01/2019,03/07/2019,"2,834,106",11/16/2018,20181116155910640000_ERCOT_AEPCPL_10032789408036035,20181116155910640000_ERCOT_AEPCPL_10032789408036035.json,"91,246"
1-I9U84Q,1-FU4G60,4,ERCOT_CPT_1008901001901322060117,02/01/2019,12/17/2018,"2,834,107",11/16/2018,20181116155836724000_ERCOT_CPT_1008901001901322060117,20181116155836724000_ERCOT_CPT_1008901001901322060117.json,"89,669"
1-IXV2SQ,1-II2VC6,1,ERCOT_CPT_1008901001901322060117,05/01/2019,03/07/2019,"2,834,107",11/16/2018,20181116155836724000_ERCOT_CPT_1008901001901322060117,20181116155836724000_ERCOT_CPT_1008901001901322060117.json,"89,669"
1-IXV2SQ,1-II2VC6,1,ERCOT_CPT_1008901001184538280100,05/01/2019,03/07/2019,"2,834,108",11/16/2018,20181116160031949000_ERCOT_CPT_1008901001184538280100,20181116160031949000_ERCOT_CPT_1008901001184538280100.json,"100,230"
1-I9U84Q,1-FU4G60,4,ERCOT_CPT_1008901001184538280100,02/01/2019,12/17/2018,"2,834,108",11/16/2018,20181116160031949000_ERCOT_CPT_1008901001184538280100,20181116160031949000_ERCOT_CPT_1008901001184538280100.json,"100,230"
1-I9U84Q,1-FU4G60,4,ERCOT_CPT_1008901009190664353100,02/01/2019,12/17/2018,"2,834,109",11/16/2018,20181116155702888000_ERCOT_CPT_1008901009190664353100,20181116155702888000_ERCOT_CPT_1008901009190664353100.json,"89,265"
1-IXV2SQ,1-II2VC6,1,ERCOT_CPT_1008901009190664353100,05/01/2019,03/07/2019,"2,834,109",11/16/2018,20181116155702888000_ERCOT_CPT_1008901009190664353100,20181116155702888000_ERCOT_CPT_1008901009190664353100.json,"89,265"
1-I9U84Q,1-FU4G60,4,ERCOT_CPT_1008901023813862530103,02/01/2019,12/17/2018,"2,834,110",11/16/2018,20181116155953104000_ERCOT_CPT_1008901023813862530103,20181116155953104000_ERCOT_CPT_1008901023813862530103.json,"169,030"
1-IXV2SQ,1-II2VC6,1,ERCOT_CPT_1008901023813862530103,05/01/2019,03/07/2019,"2,834,110",11/16/2018,20181116155953104000_ERCOT_CPT_1008901023813862530103,20181116155953104000_ERCOT_CPT_1008901023813862530103.json,"169,030"
1-I9U84Q,1-FU4G60,4,ERCOT_CPT_1008901023813929960103,02/01/2019,12/17/2018,"2,834,111",11/16/2018,20181116155855149000_ERCOT_CPT_1008901023813929960103,20181116155855149000_ERCOT_CPT_1008901023813929960103.json,"147,670"
1-IXV2SQ,1-II2VC6,1,ERCOT_CPT_1008901023813929960103,05/01/2019,03/07/2019,"2,834,111",11/16/2018,20181116155855149000_ERCOT_CPT_1008901023813929960103,20181116155855149000_ERCOT_CPT_1008901023813929960103.json,"147,670"
1-IXV2SQ,1-II2VC6,1,ERCOT_ONCOR_10443720000126546,05/01/2019,03/07/2019,"2,834,112",11/16/2018,20181116155210911000_ERCOT_ONCOR_10443720000126546,20181116155210911000_ERCOT_ONCOR_10443720000126546.json,"1,539,900"
1-I9U84Q,1-FU4G60,4,ERCOT_ONCOR_10443720000126546,02/01/2019,12/17/2018,"2,834,112",11/16/2018,20181116155210911000_ERCOT_ONCOR_10443720000126546,20181116155210911000_ERCOT_ONCOR_10443720000126546.json,"1,539,900"
1-I9U84Q,1-FU4G60,4,ERCOT_ONCOR_10443720002052482,02/01/2019,12/17/2018,"2,834,113",11/16/2018,20181116155508069000_ERCOT_ONCOR_10443720002052482,20181116155508069000_ERCOT_ONCOR_10443720002052482.json,"77,300"
1-IXV2SQ,1-II2VC6,1,ERCOT_ONCOR_10443720002052482,05/01/2019,03/07/2019,"2,834,113",11/16/2018,20181116155508069000_ERCOT_ONCOR_10443720002052482,20181116155508069000_ERCOT_ONCOR_10443720002052482.json,"77,300"
1-I9U84Q,1-FU4G60,4,ERCOT_ONCOR_10443720004487290,02/01/2019,12/17/2018,"2,834,114",11/16/2018,20181116160022682000_ERCOT_ONCOR_10443720004487290,20181116160022682000_ERCOT_ONCOR_10443720004487290.json,874
1-IXV2SQ,1-II2VC6,1,ERCOT_ONCOR_10443720004487290,05/01/2019,03/07/2019,"2,834,114",11/16/2018,20181116160022682000_ERCOT_ONCOR_10443720004487290,20181116160022682000_ERCOT_ONCOR_10443720004487290.json,874
1-IXV2SQ,1-II2VC6,1,ERCOT_ONCOR_10443720002787723,05/01/2019,03/07/2019,"2,834,115",11/16/2018,20181116155201145000_ERCOT_ONCOR_10443720002787723,20181116155201145000_ERCOT_ONCOR_10443720002787723.json,"31,998"
1-I9U84Q,1-FU4G60,4,ERCOT_ONCOR_10443720002787723,02/01/2019,12/17/2018,"2,834,115",11/16/2018,20181116155201145000_ERCOT_ONCOR_10443720002787723,20181116155201145000_ERCOT_ONCOR_10443720002787723.json,"31,998"
1-I9U84Q,1-FU4G60,4,ERCOT_ONCOR_10443720006742285,02/01/2019,12/17/2018,"2,834,116",11/16/2018,20181116155212143000_ERCOT_ONCOR_10443720006742285,20181116155212143000_ERCOT_ONCOR_10443720006742285.json,"191,680"
1-IXV2SQ,1-II2VC6,1,ERCOT_ONCOR_10443720006742285,05/01/2019,03/07/2019,"2,834,116",11/16/2018,20181116155212143000_ERCOT_ONCOR_10443720006742285,20181116155212143000_ERCOT_ONCOR_10443720006742285.json,"191,680"
1-IXV2SQ,1-II2VC6,1,ERCOT_CPT_1008901011900132090107,05/01/2019,03/07/2019,"2,834,117",11/16/2018,20181116155622280000_ERCOT_CPT_1008901011900132090107,20181116155622280000_ERCOT_CPT_1008901011900132090107.json,"107,410"
1-I9U84Q,1-FU4G60,4,ERCOT_CPT_1008901011900132090107,02/01/2019,12/17/2018,"2,834,117",11/16/2018,20181116155622280000_ERCOT_CPT_1008901011900132090107,20181116155622280000_ERCOT_CPT_1008901011900132090107.json,"107,410"
1-I9U84Q,1-FU4G60,4,ERCOT_ONCOR_10443720003449379,02/01/2019,12/17/2018,"2,834,118",11/16/2018,20181119145714716000_ERCOT_ONCOR_10443720003449379,20181119145714716000_ERCOT_ONCOR_10443720003449379.json,"10,449"
1-IXV2SQ,1-II2VC6,1,ERCOT_ONCOR_10443720003449379,05/01/2019,03/07/2019,"2,834,118",11/16/2018,20181119145714716000_ERCOT_ONCOR_10443720003449379,20181119145714716000_ERCOT_ONCOR_10443720003449379.json,"10,449"
1-IXV2SQ,1-II2VC6,1,ERCOT_ONCOR_10443720008739225,05/01/2019,03/07/2019,"2,834,119",11/16/2018,20181116155744229000_ERCOT_ONCOR_10443720008739225,20181116155744229000_ERCOT_ONCOR_10443720008739225.json,"84,228"
1-I9U84Q,1-FU4G60,4,ERCOT_ONCOR_10443720008739225,02/01/2019,12/17/2018,"2,834,119",11/16/2018,20181116155744229000_ERCOT_ONCOR_10443720008739225,20181116155744229000_ERCOT_ONCOR_10443720008739225.json,"84,228"
1-I9U84Q,1-FU4G60,4,ERCOT_CPT_1008901005184579759100,02/01/2019,12/17/2018,"2,834,120",11/16/2018,20181116155519177000_ERCOT_CPT_1008901005184579759100,20181116155519177000_ERCOT_CPT_1008901005184579759100.json,"42,404"
1-IXV2SQ,1-II2VC6,1,ERCOT_CPT_1008901005184579759100,05/01/2019,03/07/2019,"2,834,120",11/16/2018,20181116155519177000_ERCOT_CPT_1008901005184579759100,20181116155519177000_ERCOT_CPT_1008901005184579759100.json,"42,404"
1-IXV2SQ,1-II2VC6,1,ERCOT_CPT_1008901023807181280100,05/01/2019,03/07/2019,"2,834,121",11/16/2018,20181116155950530000_ERCOT_CPT_1008901023807181280100,20181116155950530000_ERCOT_CPT_1008901023807181280100.json,"10,269"
1-I9U84Q,1-FU4G60,4,ERCOT_CPT_1008901023807181280100,02/01/2019,12/17/2018,"2,834,121",11/16/2018,20181116155950530000_ERCOT_CPT_1008901023807181280100,20181116155950530000_ERCOT_CPT_1008901023807181280100.json,"10,269"
1-IXV2SQ,1-II2VC6,1,ERCOT_CPT_1008901006121115164100,05/01/2019,03/07/2019,"2,834,122",11/16/2018,20181116155337712000_ERCOT_CPT_1008901006121115164100,20181116155337712000_ERCOT_CPT_1008901006121115164100.json,"83,420"
1-I9U84Q,1-FU4G60,4,ERCOT_CPT_1008901006121115164100,02/01/2019,12/17/2018,"2,834,122",11/16/2018,20181116155337712000_ERCOT_CPT_1008901006121115164100,20181116155337712000_ERCOT_CPT_1008901006121115164100.json,"83,420"
1-I9U84Q,1-FU4G60,4,ERCOT_ONCOR_10443720009574430,02/01/2019,12/17/2018,"2,834,123",11/16/2018,20181116155354123000_ERCOT_ONCOR_10443720009574430,20181116155354123000_ERCOT_ONCOR_10443720009574430.json,"147,700"
1-IXV2SQ,1-II2VC6,1,ERCOT_ONCOR_10443720009574430,05/01/2019,03/07/2019,"2,834,123",11/16/2018,20181116155354123000_ERCOT_ONCOR_10443720009574430,20181116155354123000_ERCOT_ONCOR_10443720009574430.json,"147,700"
1-I9U84Q,1-FU4G60,4,ERCOT_CPT_1008901023817706910106,02/01/2019,12/17/2018,"2,834,124",11/16/2018,20181116155651422000_ERCOT_CPT_1008901023817706910106,20181116155651422000_ERCOT_CPT_1008901023817706910106.json,"119,030"
1-IXV2SQ,1-II2VC6,1,ERCOT_CPT_1008901023817706910106,05/01/2019,03/07/2019,"2,834,124",11/16/2018,20181116155651422000_ERCOT_CPT_1008901023817706910106,20181116155651422000_ERCOT_CPT_1008901023817706910106.json,"119,030"
1-I9U84Q,1-FU4G60,4,ERCOT_ONCOR_10443720000126639,02/01/2019,12/17/2018,"2,834,125",11/16/2018,20181116155407633000_ERCOT_ONCOR_10443720000126639,20181116155407633000_ERCOT_ONCOR_10443720000126639.json,"1,175,800"
1-IXV2SQ,1-II2VC6,1,ERCOT_ONCOR_10443720000126639,05/01/2019,03/07/2019,"2,834,125",11/16/2018,20181116155407633000_ERCOT_ONCOR_10443720000126639,20181116155407633000_ERCOT_ONCOR_10443720000126639.json,"1,175,800"
1-IXV2SQ,1-II2VC6,1,ERCOT_CPT_1008901023806823310100,05/01/2019,03/07/2019,"2,834,126",11/16/2018,20181116155540253000_ERCOT_CPT_1008901023806823310100,20181116155540253000_ERCOT_CPT_1008901023806823310100.json,"7,616"
1-I9U84Q,1-FU4G60,4,ERCOT_CPT_1008901023806823310100,02/01/2019,12/17/2018,"2,834,126",11/16/2018,20181116155540253000_ERCOT_CPT_1008901023806823310100,20181116155540253000_ERCOT_CPT_1008901023806823310100.json,"7,616"
1-I9U84Q,1-FU4G60,4,ERCOT_CPT_1008901023808547180100,02/01/2019,12/17/2018,"2,834,127",11/16/2018,20181116155447945000_ERCOT_CPT_1008901023808547180100,20181116155447945000_ERCOT_CPT_1008901023808547180100.json,"9,467"
1-IXV2SQ,1-II2VC6,1,ERCOT_CPT_1008901023808547180100,05/01/2019,03/07/2019,"2,834,127",11/16/2018,20181116155447945000_ERCOT_CPT_1008901023808547180100,20181116155447945000_ERCOT_CPT_1008901023808547180100.json,"9,467"
1-I9U84Q,1-FU4G60,4,ERCOT_CPT_1008901023814543720104,02/01/2019,12/17/2018,"2,834,128",11/16/2018,20181116155900687000_ERCOT_CPT_1008901023814543720104,20181116155900687000_ERCOT_CPT_1008901023814543720104.json,"89,135"
1-IXV2SQ,1-II2VC6,1,ERCOT_CPT_1008901023814543720104,05/01/2019,03/07/2019,"2,834,128",11/16/2018,20181116155900687000_ERCOT_CPT_1008901023814543720104,20181116155900687000_ERCOT_CPT_1008901023814543720104.json,"89,135"
1-IXV2SQ,1-II2VC6,1,ERCOT_CPT_1008901005184579765100,05/01/2019,03/07/2019,"2,834,129",11/16/2018,20181116155413296000_ERCOT_CPT_1008901005184579765100,20181116155413296000_ERCOT_CPT_1008901005184579765100.json,"502,110"
1-I9U84Q,1-FU4G60,4,ERCOT_CPT_1008901005184579765100,02/01/2019,12/17/2018,"2,834,129",11/16/2018,20181116155413296000_ERCOT_CPT_1008901005184579765100,20181116155413296000_ERCOT_CPT_1008901005184579765100.json,"502,110"
1-IXV2SQ,1-II2VC6,1,ERCOT_ONCOR_10443720000212803,05/01/2019,03/07/2019,"2,834,130",11/16/2018,20181116155317322000_ERCOT_ONCOR_10443720000212803,20181116155317322000_ERCOT_ONCOR_10443720000212803.json,"46,353"
1-I9U84Q,1-FU4G60,4,ERCOT_ONCOR_10443720000212803,02/01/2019,12/17/2018,"2,834,130",11/16/2018,20181116155317322000_ERCOT_ONCOR_10443720000212803,20181116155317322000_ERCOT_ONCOR_10443720000212803.json,"46,353"
1-IXV2SQ,1-II2VC6,1,ERCOT_CPT_1008901023806021300100,05/01/2019,03/07/2019,"2,834,131",11/16/2018,20181116155854353000_ERCOT_CPT_1008901023806021300100,20181116155854353000_ERCOT_CPT_1008901023806021300100.json,"121,180"
1-I9U84Q,1-FU4G60,4,ERCOT_CPT_1008901023806021300100,02/01/2019,12/17/2018,"2,834,131",11/16/2018,20181116155854353000_ERCOT_CPT_1008901023806021300100,20181116155854353000_ERCOT_CPT_1008901023806021300100.json,"121,180"
1-IXV2SQ,1-II2VC6,1,ERCOT_CPT_1008901036552505500100,05/01/2019,03/07/2019,"2,834,132",11/16/2018,20181116155824400000_ERCOT_CPT_1008901036552505500100,20181116155824400000_ERCOT_CPT_1008901036552505500100.json,"57,001"
1-I9U84Q,1-FU4G60,4,ERCOT_CPT_1008901036552505500100,02/01/2019,12/17/2018,"2,834,132",11/16/2018,20181116155824400000_ERCOT_CPT_1008901036552505500100,20181116155824400000_ERCOT_CPT_1008901036552505500100.json,"57,001"
1-I9U84Q,1-FU4G60,4,ERCOT_CPT_1008901023818447760106,02/01/2019,12/17/2018,"2,834,133",11/16/2018,20181116155200786000_ERCOT_CPT_1008901023818447760106,20181116155200786000_ERCOT_CPT_1008901023818447760106.json,"104,590"
1-IXV2SQ,1-II2VC6,1,ERCOT_CPT_1008901023818447760106,05/01/2019,03/07/2019,"2,834,133",11/16/2018,20181116155200786000_ERCOT_CPT_1008901023818447760106,20181116155200786000_ERCOT_CPT_1008901023818447760106.json,"104,590"
1-IXV2SQ,1-II2VC6,1,ERCOT_CPT_1008901023814075200103,05/01/2019,03/07/2019,"2,834,134",11/16/2018,20181116155644402000_ERCOT_CPT_1008901023814075200103,20181116155644402000_ERCOT_CPT_1008901023814075200103.json,"136,390"
1-I9U84Q,1-FU4G60,4,ERCOT_CPT_1008901023814075200103,02/01/2019,12/17/2018,"2,834,134",11/16/2018,20181116155644402000_ERCOT_CPT_1008901023814075200103,20181116155644402000_ERCOT_CPT_1008901023814075200103.json,"136,390"
1-IXV2SQ,1-II2VC6,1,ERCOT_ONCOR_10443720008189935,05/01/2019,03/07/2019,"2,834,135",11/16/2018,20181116155627569000_ERCOT_ONCOR_10443720008189935,20181116155627569000_ERCOT_ONCOR_10443720008189935.json,"72,793"
1-I9U84Q,1-FU4G60,4,ERCOT_ONCOR_10443720008189935,02/01/2019,12/17/2018,"2,834,135",11/16/2018,20181116155627569000_ERCOT_ONCOR_10443720008189935,20181116155627569000_ERCOT_ONCOR_10443720008189935.json,"72,793"
1-IXV2SQ,1-II2VC6,1,ERCOT_ONCOR_10443720005494727,05/01/2019,03/07/2019,"2,834,136",11/16/2018,20181116155709518000_ERCOT_ONCOR_10443720005494727,20181116155709518000_ERCOT_ONCOR_10443720005494727.json,"1,959"
1-I9U84Q,1-FU4G60,4,ERCOT_ONCOR_10443720005494727,02/01/2019,12/17/2018,"2,834,136",11/16/2018,20181116155709518000_ERCOT_ONCOR_10443720005494727,20181116155709518000_ERCOT_ONCOR_10443720005494727.json,"1,959"
1-IXV2SQ,1-II2VC6,1,ERCOT_CPT_1008901001900263810108,05/01/2019,03/07/2019,"2,834,137",11/16/2018,20181116155331050000_ERCOT_CPT_1008901001900263810108,20181116155331050000_ERCOT_CPT_1008901001900263810108.json,"8,057"
1-I9U84Q,1-FU4G60,4,ERCOT_CPT_1008901001900263810108,02/01/2019,12/17/2018,"2,834,137",11/16/2018,20181116155331050000_ERCOT_CPT_1008901001900263810108,20181116155331050000_ERCOT_CPT_1008901001900263810108.json,"8,057"
1-I9U84Q,1-FU4G60,4,ERCOT_ONCOR_10443720009144163,02/01/2019,12/17/2018,"2,834,138",11/16/2018,20181116155550611000_ERCOT_ONCOR_10443720009144163,20181116155550611000_ERCOT_ONCOR_10443720009144163.json,"129,140"
1-IXV2SQ,1-II2VC6,1,ERCOT_ONCOR_10443720009144163,05/01/2019,03/07/2019,"2,834,138",11/16/2018,20181116155550611000_ERCOT_ONCOR_10443720009144163,20181116155550611000_ERCOT_ONCOR_10443720009144163.json,"129,140"
1-I9U84Q,1-FU4G60,4,ERCOT_CPT_1008901011900253680108,02/01/2019,12/17/2018,"2,834,139",11/16/2018,20181116155342095000_ERCOT_CPT_1008901011900253680108,20181116155342095000_ERCOT_CPT_1008901011900253680108.json,"94,616"
